order_id,customer_id,product_id,order_date,order_day_of_week,order_hour,quantity,product_price,discount_amount,discount_percentage,final_price,payment_method,is_cod
O276,C783,P6,2025-02-12,Wednesday,4,1,3199,639.8,20,2559.2,UPI,0
O277,C433,P6,2025-01-12,Sunday,3,1,3199,607.81,19,2591.19,UPI,0
O278,C738,P1,2025-05-29,Thursday,19,1,11999,1199.9,10,10799.1,COD,1
O279,C322,P6,2025-12-18,Thursday,5,1,3199,575.82,18,2623.18,UPI,0
O280,C379,P2,2025-12-02,Tuesday,20,1,1799,0.0,0,1799.0,COD,1
O281,C225,P1,2025-02-11,Tuesday,2,1,11999,3479.71,29,8519.29,COD,1
O282,C475,P5,2025-10-10,Friday,22,1,3499,314.91,9,3184.09,UPI,0
O283,C44,P1,2025-04-16,Wednesday,14,2,11999,7199.4,30,16798.6,UPI,0
O284,C642,P3,2025-03-23,Sunday,13,1,39999,0.0,0,39999.0,UPI,0
O285,C834,P6,2026-01-01,Thursday,1,1,3199,959.7,30,2239.3,COD,1
O286,C321,P3,2025-08-14,Thursday,3,1,39999,0.0,0,39999.0,UPI,0
O287,C855,P1,2025-05-05,Monday,22,1,11999,1319.89,11,10679.11,UPI,0
O288,C674,P4,2025-06-19,Thursday,18,1,24990,4748.1,19,20241.9,Card,0
O289,C802,P3,2025-09-01,Monday,12,1,39999,8799.78,22,31199.22,COD,1
O290,C778,P2,2025-10-27,Monday,19,1,1799,359.8,20,1439.2,COD,1
O291,C505,P5,2025-06-10,Tuesday,12,1,3499,1014.71,29,2484.29,Card,0
O292,C346,P1,2025-03-18,Tuesday,0,3,11999,0.0,0,35997.0,Card,0
O293,C611,P1,2025-07-24,Thursday,2,1,11999,2639.78,22,9359.22,Card,0
O294,C182,P5,2025-04-04,Friday,8,2,3499,769.78,11,6228.22,Card,0
O295,C878,P6,2025-02-02,Sunday,18,1,3199,287.91,9,2911.09,COD,1
O296,C886,P6,2025-06-13,Friday,17,2,3199,127.96,2,6270.04,COD,1
O297,C701,P5,2025-10-25,Saturday,14,2,3499,0.0,0,6998.0,UPI,0
O298,C349,P3,2025-04-01,Tuesday,7,1,39999,11999.7,30,27999.3,COD,1
O299,C885,P2,2025-08-14,Thursday,5,1,1799,179.9,10,1619.1,COD,1
O300,C171,P6,2025-08-15,Friday,10,1,3199,319.9,10,2879.1,UPI,0
O301,C957,P1,2025-10-20,Monday,21,1,11999,2639.78,22,9359.22,COD,1
O302,C307,P5,2025-05-18,Sunday,10,2,3499,1399.6,20,5598.4,COD,1
O303,C327,P2,2025-10-16,Thursday,4,1,1799,539.7,30,1259.3,COD,1
O304,C494,P5,2025-05-31,Saturday,6,1,3499,34.99,1,3464.01,COD,1
O305,C760,P2,2025-06-16,Monday,22,1,1799,683.62,38,1115.38,COD,1
O306,C251,P6,2025-02-21,Friday,4,1,3199,639.8,20,2559.2,UPI,0
O307,C149,P4,2025-03-19,Wednesday,17,1,24990,10245.9,41,14744.1,COD,1
O308,C191,P6,2025-03-13,Thursday,6,1,3199,31.99,1,3167.01,UPI,0
O309,C271,P4,2025-04-12,Saturday,13,3,24990,14244.3,19,60725.7,UPI,0
